book_url,name,author,genres,score,pages,description,cover link
https://www.chitai-gorod.ru/catalog/book/951351/,"Продавец обуви. История компании Nike, рассказанная ее основателем",Фил Найт,Бизнес. Торговля,3.93,512,"Nike - один из самых узнаваемых мировых брендов. Создатель компании - Фил Найт - один из богатейших людей, хотя еще в юности он не мог себе позволить купить кроссовки Adidas. 50 лет назад студент Орегонского университета и бегун на средние дистанции Фил Найт занял у отца 50 баксов и начал перепродавать кроссовки из Японии. Сегодня годовой оборот компании Nike составляет 30 миллиардов долларов. А пара найков найдется в шкафу у каждого - от президента до подростка. Фил Найт - человек-загадка, он редко дает интервью. Эта книга - исповедь о создании компании, которой удалось подарить мечту миллионам людей. Nike давно перестала ассоциироваться только с кроссовками. Это идеология, образ жизни, система ценностей. Эта книга расскажет, как все начиналось: - Что стало с официанткой, нарисовавшей логотип за 30 долларов? - Как авиаинженер из NASA придумал знаменитые Air Max? - Какова связь между вафельницей и инновационной рифлёной подошвой? И сотни других грустных, поучительных, порой дурацких и невероятно откровенных рассказов из жизни компании, покорившей мир.",https://img-gorod.ru/25/682/2568280_detail.jpg
https://www.chitai-gorod.ru/catalog/book/380893/,Черный лебедь. Под знаком непредсказуемости,Нассим Николас Талеб,Деловая литература,3.82,736,"За одно только последнее десятилетие человечество пережило ряд тяжелейших катастроф, потрясений и катаклизмов, не укладывающихся в рамки самых фантастических предсказаний.  Пятидесятидвухлетний ливанец, выпускник Сорбонны и нью-йоркский финансовый гуру Нассим Талеб называет такие непрогнозируемые события Черными лебедями. Он убежден: именно они дают толчок как истории в целом, так и существованию каждого отдельного человека. И чтобы преуспеть, надо быть к ним готовыми. Сразу после выхода ""Черного лебедя"" автор блестяще продемонстрировал свою ""не-теорию"" на практике: на фоне финансового кризиса компания Талеба заработала (а не потеряла!) для инвесторов полмиллиарда долларов.",https://img-gorod.ru/23/382/2338291_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1075727/,Принципы. Жизнь и работа,Рэй Далио,Бизнес. Торговля,3.55,608,"Рэй Далио вырос в обычной семье со средним достатком, а теперь он входит в список 100 самых влиятельных людей планеты (по версии Time) и 100 самых богатых людей в мире (по версии Forbes). Основанная им в 26 лет инвестиционная фирма Bridgewater Associates в течение следующих 40 лет стала пятой по важности частной компанией в США (по версии Fortune). Секрет ее устойчивости и успеха в том, что Рэй Далио в своей жизни и работе неукоснительно придерживается универсальных принципов, которые постепенно выкристаллизовались из закономерностей побед и поражений. Сила этих личных принципов такова, что они изменили всю отрасль (журнал CIO даже назвал Далио «Стивом Джобсом инвестирования»).",https://img-gorod.ru/26/765/2676533_detail.jpg
https://www.chitai-gorod.ru/catalog/book/770532/,Разумный инвестор. Полное руководство по стоимостному инвестированию,Бенджамин Грэм,Управление финансами,3.79,568,"Мировой бестселлер, выдержавший множество переизданий по всему миру, книга Бенджамина Грэма (1894-1976) является уникальным пособием по выстраиванию инвестиционной политики. Автор, всемирно известный экономист и авторитетный профессиональный инвестор, главное внимание уделяет не анализу ценных бумаг, а принципам инвестирования, предлагая действовать разумно и осторожно независимо от поведения фондового рынка. Бенджамин Грэм показывает, как много возможностей открывается перед инвестором, ведущим себя, как расчетливый бизнесмен. Разработанные автором подходы к инвестированию — такие как стоимостное инвестирование по оборотным активам, предпринимательское и защищенное стоимостное инвестирование — это бесценные инструменты, безотказно действующие даже в условиях самого капризного рынка.",https://img-gorod.ru/24/354/2435456_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1231257/,Первая научная история войны 1812 года,Евгений Понасенко,Российская история,3.94,896,"Перед вами - уникальная книга: подлинная история войны 1812 года! Крупнейший в России специалист по эпохе Наполеона, известный ученый-историк, Евгений Понасенков, изучил десятки тысяч документов, хранящихся в архивах России и Европы, а также дневники и мемуары участников событий - и сумел создать принципиально новое описание той грандиозной кампании.",https://img-gorod.ru/27/762/2776209_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2901709/,"Преемник. История Бориса Немцова и страны, в которой он не стал президентом",Фишман М.В.,Российская история,3.91,624,"«Преемник. История Бориса Немцова и страны, в которой он не стал президентом» — не только биография. Известный журналист Михаил Фишман рассказывает и о Немцове, и о России. Это путешествие по истории страны, захватывающее все ключевые события начиная с горбачевской перестройки, когда Немцов пришел в политику, и заканчивая его убийством на Москворецком мосту 27 февраля 2015 года. Основанная на сотнях интервью и архивных материалах, эта книга — о том, как Россия стала свободной страной и как она шаг за шагом теряла обретенную свободу.",https://img-gorod.ru/29/069/2906923_detail.jpg
https://www.chitai-gorod.ru/catalog/book/878229/,Первая мировая война,Мартин Гилберт,Всемирная история,4.09,768,"Никто не хотел, чтобы эта война началась, но в результате сплетения обстоятельств, которые могут показаться случайными, она оказалась неотвратимой. Участники разгоравшегося конфликта верили, что война не продлится долго и к Рождеству 1914 года завершится их полной победой, но перемирие было подписано только четыре с лишним года спустя, в ноябре 1918-го.",https://img-gorod.ru/25/012/2501214_detail.jpg
https://www.chitai-gorod.ru/catalog/book/938984/,"Пиши, сокращай. Как создавать сильный текст","Максим Ильяхов, Людмила Сарычева",Маркетинг. Реклама,3.66,440,"Авторы на конкретных примерах показывают, что такое хорошо и что такое плохо в информационных, рекламных, журналистских и публицистических текстах. Как писать письма, на которые будут отвечать, и рассылки, от которых не будут отписываться. Как создавать действенные и не вульгарные рекламные объявления. Как излагать мысли кратко, ясно и убедительно: без языкового мусора, фальши и штампов. Следуя рекомендациям в книге, вы научитесь писать понятно, увлекать читателей и добиваться доверия. Это обязательная книга для копирайтеров, авторов и редакторов, а также дизайнеров, программистов, менеджеров, предпринимателей, руководителей, служащих и всех, кто использует текст в работе.",https://img-gorod.ru/25/579/2557931_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2949007/,Секс в Средневековье,Каррас Р.М.,Культура,3.27,352,"Рут Мазо Каррас — заслуженный профессор истории Миннесотского университета, автор бестселлеров и научных статей по средневековой истории и истории пола и сексуальности. Ее книги известны во всем мире.",https://img-gorod.ru/29/310/2931076_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2920673/,И будет рыдать земля: Как у индейцев отняли Америку,Коззенс П.,Всемирная история,4.05,695,"Книга разворачивает перед читателями масштабную и полную незабываемых подробностей панораму индейских войн на Великих равнинах и в Скалистых горах — череды самых долгих и ожесточенных битв, которые когда-либо вела Америка. В результате яростных и кровавых сражений коренные жители Северной Америки силой и обманом были лишены своих земель. Опираясь на документы, свидетельства участников событий и на работы предшественников, Коззенс создает яркие, врезающиеся в память портреты представителей противоборствующих сторон, не идеализируя и не очерняя никого из них. Книга сразу получила самые высокие оценки рецензентов в США, а отечественный читатель никогда еще не имел возможности познакомиться со столь серьезным, обстоятельным, уравновешенным и ярко написанным трудом о малоизвестных в России страницах американской истории. Автор беспрецедентной документальной саги дает нам возможность взглянуть на трагические события с обеих сторон  — глазами всех участников яростной битвы за бескрайние пространства Северной Америки",https://img-gorod.ru/29/159/2915949_detail.jpg
https://www.chitai-gorod.ru/catalog/book/489976/,45 татуировок менеджера. Правила российского руководителя,Максим Батырев (Комбат),Деловая литература,3.72,304,"Татуировка - это надпись на всю жизнь. Важная надпись. Названия глав в этой книге - татуировки, оставшиеся в памяти и сердце менеджера, его житейский и организаторский опыт. Это правила о том, как относиться к коллегам, каким образом действовать в определенных ситуациях: свод принципов, которым стоит следовать, если хочешь добиться успеха. Почему? Потому что за каждой главой стоят осмысленные действия, чья-то боль, мучения, радости, удачный и неудачный опыт, подъемы и падения, увольнения и лидерство, а главное - нужный результат.",https://img-gorod.ru/23/847/2384784_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1276077/,"Все свободны: История о том, как в 1996 году в России закончились выборы",Михаил Зыгарь,Политика. Социология,3.95,424,"Конец 1995 года. Старому президенту очень сложно отказаться от власти — особенно когда его окружение уверяет, что никто, кроме него, не справится. Даже лежа на больничнои? кои?ке после инфаркта, Борис Ельцин решает баллотироваться вновь.",https://img-gorod.ru/28/237/2823704_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2913417/,Вторая мировая война: Полная история,Гилберт М.,Всемирная история,3.74,992,"Всемирно известный британский историк Мартин Гилберт создал полную историю Второй мировой войны, показав всю ее сложность и трагизм. В основанном на документальных источниках и свидетельствах очевидцев повествовании о героизме и страданиях, поражениях и победах уделено пристальное внимание маневрам, тактике и стратегии армий, сражавшихся на Западноевропейском, Восточноевропейском, Средиземноморском, Юго-Восточно-Азиатском, Ближневосточном, Тихоокеанском и Африканском театрах военных действий, а также отражены взгляды политиков, военачальников, журналистов, гражданских лиц и простых солдат. В этой книге, представляющей собой одно из первых исторических исследований Второй мировой войны, в котором Холокост описывается как неотъемлемая часть военного конфликта, приводятся свидетельства людей, выживших после оккупации, находившихся в тылу врага и относящихся к национальным меньшинствам. Мартину Гилберту удалось создать объемную панораму одной из самых кровопролитных войн в истории, унесшей более пятидесяти миллионов жизней и бесповоротно изменившей бесчисленное множество других.",https://img-gorod.ru/29/129/2912934_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2836962/,Лекарство для империи. История Российского государства. Царь-освободитель и царь-миротворец,Борис Акунин,Российская история,3.12,384,"Восьмой том проекта ""История Российского государства"" можно было бы назвать ""Зигзаги"", потому что политика описываемого периода (1855–1894) делает крутые виражи. До краха империи и гражданской войны еще далеко, но в русском небе уже посверкивают зарницы будущей грозы и льется первая кровь. Эпоха Александра II и Александра III дает ответ на вопрос: почему всё вышло так, как вышло.",https://img-gorod.ru/28/363/2836351_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1262241/,Убийца сидит напротив. Как в ФБР разоблачают серийных убийц и маньяков,"Джон Дуглас, Марк Олшейкер",Уголовное право. Криминалистика. Криминология,4.15,416,"Четыре уголовных дела и четыре опасных маньяка, которые без сочувствия и угрызений совести холоднокровно лишили жизни других людей. Кем они были до заключения и почему решились на убийства? В крошечной комнате для допросов бывший агент ФБР Джон Дуглас разговаривает с каждым из них и пытается понять, как зарождаются преступления. Анализируя материалы дел, биографии и психологические состояния убийц, он рассказывает о том, как они думают и о том, что ими движет.",https://img-gorod.ru/28/095/2809576_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2960950/,Закат и падение Римской империи,Эдуард Гиббон,Всемирная история,3.87,1312,"«История, в сущности, немногим отличается от списка преступлений, безрассудств и бедствий человеческого рода», — констатирует британский историк Эдуард Гиббон (1737–1794) в главном труде своей жизни — масштабном сочинении об упадке и разрушении великой Римской империи. В этой новаторской и вместе с тем провокационной для своего времени книге автор прослеживает процессы, происходившие в римском государстве и обществе от расцвета Империи до падения Константинополя в 1453 году, ознаменовавшего ее конец. Несмотря на долгую и ожесточенную полемику по поводу «антирелигиозных» взглядов Гиббона на зарождение и распространение христианства, его труд до сих пор входит в корпус классических сочинений для изучения этого периода в западных вузах. На русском языке текст воспроизводится с незначительными сокращениями.",https://img-gorod.ru/29/515/2951596_detail.jpg
https://www.chitai-gorod.ru/catalog/book/960907/,Грокаем алгоритмы,Адитья Бхаргава,Информатика.  Компьютерная техника,3.72,288,Иллюстрированное пособие для програмистов и любопытствующих.,https://img-gorod.ru/25/763/2576389_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2960264/,Новая эпоха: От конца Викторианской эпохи до начала третьего тысячелетия,Питер Акройд,Всемирная история,4.57,672,"История Англии — это непрерывное движение и череда постоянных изменений. Но всю историю Англии начиная с первобытности пронизывает преемственность, так что главное в ней — не изменения, а постоянство. До сих пор в Англии чувствуется неразрывная связь с прошлым, с традициями и обычаями. До сих пор эта страна сопротивляется изменениям в любом аспекте жизни. Питер Акройд показывает истоки вековой неизменности Англии, ее консерватизма и приверженности прошлому.",https://img-gorod.ru/29/498/2949878_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2928608/,"Гиблое дело. Как раскрывают самые жестокие и запутанные преступления, если нет улик и свидетелей",Кларксон У.,Уголовное право. Криминалистика. Криминология,3.70,336,В этой книге много интригующего:,https://img-gorod.ru/29/367/2936771_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1081582/,Грамматика корейского языка для начинающих + LECTA,"Ан Чинмен, Ли Кена, Хан Хуен",Филологические науки,4.04,384,"""Это первое издание мирового бестселлера «Korean Grammar in Use: Beginning» на русском языке..Данное пособие содержит 112 явлений грамматики корейского языка, которые рассматриваются на 1-м и 2-м уровнях изучения языка в корейских университетах и аккредитованных языковых школах. Все грамматические явления разделены на 24 раздела в соответствии с передаваемыми ими значениями. Помимо грамматического комментария в каждой теме вы найдете диалог, яркие иллюстрации речевых ситуаций, а также упражнения,""",https://img-gorod.ru/26/837/2683743_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1038741/,Искусство формы. Мой форкурс в Баухаузе и других школах,Иоханнес Иттен,Изобразительное искусство,3.89,136,"Книга «Искусство формы» является изложением системы подготовки художников, разработанной Иоханнесом Иттеном для его учебного форкурса в знаменитой международной школе Баухауз. Текст проиллюстрирован большим количеством работ, выполненных его студентами. Книга адресована художникам, архитекторам, дизайнерам и широкому кругу читателей, интересующихся проблемами искусства и художественного образования.",https://img-gorod.ru/26/401/2640152_detail.jpg
https://www.chitai-gorod.ru/catalog/book/312177/,"Чистый код: создание, анализ и рефакторинг",Роберт Мартин,Информатика.  Компьютерная техника,4.13,464,"Даже плохой программный код может работать. Однако если код не является «чистым», это всегда будет мешать развитию проекта и компании-разработчика, отнимая значительные ресурсы на его поддержку и «укрощение».",https://img-gorod.ru/22/318/2231825_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1034104/,"Высоконагруженные приложения. Программирование, масштабирование, поддержка",Мартин Клеппман,Информатика.  Компьютерная техника,4.67,640,"В этой книге вы найдете ключевые принципы, алгоритмы и компромиссы, без которых не обойтись при разработке высоконагруженных систем для работы с данными. Материал рассматривается на примере внутреннего устройства популярных программных пакетов и фреймворков. В книге три основные части, посвященные, прежде всего, теоретическим аспектам работы с распределенными системами и базами данных. От читателя требуются базовые знания SQL и принципов работы баз данных.",https://img-gorod.ru/26/357/2635702_detail.jpg
https://www.chitai-gorod.ru/catalog/book/983598/,"Восемь религий, которые правят миром",Стивен Протеро,Гуманитарные науки,3.86,400,"Все об их соперничестве, сходстве и различиях. Ислам, даосизм, религия йоруба, конфуцианство, буддизм, иудаизм, индуизм, христианство, атеизм.",https://img-gorod.ru/25/931/2593167_detail.jpg
https://www.chitai-gorod.ru/catalog/book/918585/,Sapiens. Краткая история человечества,Юваль Ной Харари,Биологические науки,3.87,520,"Соединив естественнонаучный подход с историческим, доктор Юваль Харари ставит под сомнение многие общепринятые идеи, обнаруживает связи между событиями прошлого и нашими сегодняшними опасениями и рассматривает отдельные события в едином глобальном контексте. Прослеживая, как развивающееся человечество влияло на глобальную экосистему и анализируя судьбы империй, доктор Харари заглядывает в будущее. За последние несколько десятилетий мы научились изменять закон естественного отбора, управлявший жизнью на протяжении 4 миллиардов лет, и у нас впервые появляется способность пересоздавать не только окружающий мир, но и самих себя. Кем же мы хотим стать, и куда это нас приведет?",https://img-gorod.ru/25/378/2537802_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1090901/,Биология добра и зла. Как наука объясняет наши поступки,Роберт Сапольски,Биологические науки,3.91,766,"Как говорит знаменитый приматолог и нейробиолог Роберт Сапольски, если вы хотите понять поведение человека и природу хорошего или плохого поступка, вам придется разобраться буквально во всем — и в том, что происходило за секунду до него, и в том, что было миллионы лет назад. В книге автор поэтапно — можно сказать, в хронологическом разрезе — и очень подробно рассматривает огромное количество факторов, влияющих на наше поведение. Как работает наш мозг? За что отвечает миндалина, а за что нам стоит благодарить лобную кору? Что «ненавидит» островок? Почему у лондонских таксистов увеличен гиппокамп? Как связаны длины указательного и безымянного пальцев и количество внутриутробного тестостерона? Чем с точки зрения нейробиологии подростки отличаются от детей и взрослых? Бывают ли «чистые» альтруисты? В чем разница между прощением и примирением? Существует ли свобода воли? Как сложные социальные связи влияют на наше поведение и принятие решений? И это лишь малая часть вопросов, рассматриваемых в масштабной работе известного ученого.",https://img-gorod.ru/26/978/2697802_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2954539/,ОГЭ 2023. ФИПИ. География. Типовые варианты экзаменационных заданий. 30 вариантов заданий,"Барабанов В.В., Жеребцов А.А.",Естественнонаучные дисциплины,3.45,247,Пособие прошло научно-методическую оценку ФГБНУ «ФИПИ».,https://img-gorod.ru/29/519/2951926_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1038633/,Искусство цвета,Иоханнес Иттен,Искусство,3.90,96,"Иоханнес Иттен - швейцарский художник, крупнейший исследователь цвета в искусстве и один из ведущих преподавателей знаменитого Баухауза, знаток классического и новейшего европейского искусства, а также философии и культуры Индии и Китая. Книга написана на основе наблюдений художника за цветом в природе и произведениях искусства различных времен и народов. Автор разбирает закономерности цветовых контрастов, цветовой гармонии и цветового конструирования.",https://img-gorod.ru/26/400/2640039_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2954458/,Русский язык. Подготовка к ОГЭ-2023. 30 тренировочных вариантов по демоверсии 2023 года. 9-й класс: учебно-методическое пособие,"Сенина Н.А., Андреева С.В., Гармаш С.В. и др.",Гуманитарные дисциплины,3.86,448,"Новое учебно-методическое пособие издательства «Легион» предназначено для подготовки к ОГЭ по русскому языку в 2023 году. Работая по этой книге, девятиклассники приобретут прочные, осознанные и фундаментальные навыки выполнения всех заданий экзаменационной работы ОГЭ. Этому способствуют собранные под одной обложкой следующие материалы:",https://img-gorod.ru/29/470/2947074_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2905426/,Начинаем программировать на Python. 5-е издание,Гэддис Т.,Информатика.  Компьютерная техника,3.78,880,"Изложены принципы программирования, с помощью которых читатель приобретет навыки алгоритмического решения задач на языке Python, даже не имея опыта программирования. Дано краткое введение в компьютеры и программирование. Рассмотрен ввод, обработка и вывод данных, управляющие структуры и булева логика, структуры с повторением, функции, файлы и исключения, списки и кортежи, строковые данные, словари и множества, классы и ООП, наследование, рекурсия, программирование интерфейса, функциональное программирование и др.",https://img-gorod.ru/29/101/2910106_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1214675/,Английский язык. 2 класс. Сборник упражнений. Учебное пособие для общеобразовательных организаций,"Н. И. Быкова, М. Д. Поспелова",Начальная школа,4.10,117,"Сборник упражнений является дополнительным компонентом УМК серии «Английский в фокусе» и предназначен для учащихся 2 класса общеобразовательных учреждений. Сборник содержит разнообразные задания и упражнения к каждому уроку учебника, направленные на развитие навыков письменной речи и на повторение изученного лексико-грамматического материала.",https://img-gorod.ru/27/603/2760344_detail.jpg
https://www.chitai-gorod.ru/catalog/book/352316/,Букварь,Надежда Жукова,Подготовка к школе,3.97,96,"Букварь основан на традиционном подходе к обучению чтению на русском языке, дополняя традиционный подход оригинальным способом обучения ребенка осознанию буквосочетания как цельного графического элемента - слога в качестве единицы чтения.",https://img-gorod.ru/94/503/94503_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2935428/,ОГЭ 2023. Математика. 50 вариантов. Типовые варианты экзаменационных заданий от разработчиков ЕГЭ. К новой официальной демонстрационной версии,Ященко И.В.,Начальная школа,3.50,279,"Авторы заданий — ведущие специалисты, принимающие непосредственное участие в разработке методических материалов для подготовки к выполнению контрольных измерительных материалов ОГЭ.",https://img-gorod.ru/29/470/2947020_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2954977/,ЕГЭ. Математика. Профильный уровень. Типовые экзаменационные варианты. 36 вариантов,Ященко И.В.,Естественнонаучные дисциплины,3.79,224,Серия подготовлена разработчиками контрольных измерительных материалов (КИМ) единого государственного экзамена.,https://img-gorod.ru/29/517/2951797_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2954464/,Математика. Подготовка к ОГЭ-2023. 9 класс. 40 тренировочных вариантов по демоверсии 2023 года,"Лысенко Ф.Ф., Иванов С.О. (ред.)",Естественнонаучные дисциплины,3.41,368,Учебно-методическое пособие предназначено для подготовки к ОГЭ по математике в 2023 году.,https://img-gorod.ru/29/457/2945775_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1163422/,"История искусств. Просто о важном. Стили, направления и течения",Алина Аксенова,Искусство,3.88,208,"Если вы хотите научиться разбираться в искусстве - эта книга для вас. Она поможет вам понять, как искусство развивается, как оно устроено, и заговорить на языке искусства. С ней вы сможете разобраться в истории европейского искусства, научиться различать стили, направления и течения, а также понимать причины появления в искусстве тех или иных явлений.",https://img-gorod.ru/27/044/2704494_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2954451/,Русский язык. Подготовка к ЕГЭ-2023. 25 тренировочных вариантов по демоверсии 2023 года: учебно-методическое пособие,Сенина Н.А.,Гуманитарные дисциплины,3.53,576,"Новое учебно-методическое пособие издательства «Легион» предназначено для подготовки к ЕГЭ по русскому языку в 2022—2023 учебном году. Оно полностью соответствует проектам демоверсии и спецификации, опубликованным 24.08.2022 на сайте ФИПИ www.fipi.ru. Все изменения учтены в вариантах и подробно рассматриваются в главе I при анализе каждого задания экзаменационной работы.",https://img-gorod.ru/29/477/2947743_detail.jpg
https://www.chitai-gorod.ru/catalog/book/1189315/,От земли до неба. Атлас-определитель,А.А. Плешаков,Начальная школа,3.73,224,"Книга представляет собой оригинальный, впервые разработанный специально для начальной школы атлас-определитель, который позволит ученику разобраться в разнообразии окружающих его природных объектов, узнать названия наиболее примечательных деревьев, трав, насекомых, птиц, камней под ногами, созвездий в небе и многого другого. Атлас станет постоянным спутником ребенка во время школьных экскурсий, уроков, прогулок с родителями, летнего отдыха. Соответствует ФГОС.",https://img-gorod.ru/27/321/2732115_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2950881/,ОГЭ 2023. Математика. Типовые экзаменационные варианты. 36 вариантов,Ященко И.В.,Естественнонаучные дисциплины,4.06,224,Серия подготовлена разработчиками контрольных измерительных материалов (КИМ) основного государственного экзамена.,https://img-gorod.ru/29/503/2950311_detail.jpg
https://www.chitai-gorod.ru/catalog/book/2950885/,ЕГЭ 2023. Русский язык. Типовые экзаменационные варианты. 36 вариантов,"Цыбулько И.П., Дощинский Р.А.",Гуманитарные дисциплины,3.84,368,Серия подготовлена разработчиками контрольных измерительных материалов (КИМ) единого государственного экзамена.,https://img-gorod.ru/29/503/2950307_detail.jpg
https://www.chitai-gorod.ru/catalog/book/736698/,Чудовище. История невозможной любви,Серена Валентино,Детская художественная литература,4.03,256,"Все знают, что Принц из знаменитой сказки был превращен в Чудовище из-за непомерной гордыни и самолюбия. В облике страшного зверя он бродил по своему замку, в ужасе отсчитывая дни до того момента, когда упадет последний лепесток розы и он навсегда останется Чудовищем. Но знаете ли вы, что проклявшая его колдунья сама была в него влюблена? На какое зло может пойти отвергнутая любовь и справедлива ли назначенная цена искупления — годы одиночества и тоски?",https://img-gorod.ru/24/146/2414651_detail.jpg
